arm,tick,phase,err_ema,C,energy,approach,syncopes
uniform,1460,0,0.03287,-0.03928,0.63180,0.06722,2.80000
uniform,1470,0,0.03335,-0.03928,0.62593,0.06708,2.80000
uniform,1480,0,0.03364,-0.03884,0.62134,0.06677,2.80000
uniform,1490,0,0.03366,-0.03884,0.61715,0.06653,2.80000
uniform,1500,0,0.03404,-0.03884,0.61219,0.06625,2.80000
uniform,1510,0,0.03432,-0.03884,0.60670,0.06601,2.80000
uniform,1520,0,0.03443,-0.03781,0.69634,0.06595,3.00000
uniform,1530,0,0.03422,-0.03781,0.69634,0.06597,3.00000
uniform,1540,0,0.03441,-0.03781,0.69634,0.06602,3.00000
uniform,1550,0,0.03441,-0.03781,0.69634,0.06609,3.00000
uniform,1560,0,0.03441,-0.03792,0.69634,0.06617,3.00000
uniform,1570,0,0.03478,-0.03792,0.68418,0.06624,3.00000
uniform,1580,0,0.03492,-0.03792,0.66607,0.06631,3.00000
uniform,1590,0,0.03467,-0.03792,0.65702,0.06637,3.00000
uniform,1600,0,0.03448,-0.03745,0.64738,0.06643,3.00000
uniform,1610,0,0.03443,-0.03745,0.63590,0.06648,3.00000
uniform,1620,0,0.03493,-0.03745,0.62203,0.06644,3.00000
uniform,1630,0,0.03579,-0.03745,0.60488,0.06640,3.00000
uniform,1640,0,0.03586,-0.03970,0.68460,0.06638,3.20000
uniform,1650,0,0.03601,-0.03970,0.68460,0.06635,3.20000
uniform,1660,0,0.03614,-0.03970,0.68460,0.06633,3.20000
uniform,1670,0,0.03670,-0.03970,0.68460,0.06621,3.20000
uniform,1680,0,0.03667,-0.04170,0.68460,0.06599,3.20000
uniform,1690,0,0.03639,-0.04170,0.68460,0.06583,3.20000
uniform,1700,0,0.03705,-0.04170,0.68460,0.06563,3.20000
uniform,1710,0,0.03733,-0.04170,0.68460,0.06549,3.20000
uniform,1720,0,0.03710,-0.04424,0.68460,0.06542,3.20000
uniform,1730,0,0.03707,-0.04424,0.68460,0.06541,3.20000
uniform,1740,0,0.03709,-0.04424,0.68222,0.06545,3.20000
uniform,1750,0,0.03706,-0.04424,0.66732,0.06550,3.20000
uniform,1760,0,0.03694,-0.04608,0.65287,0.06557,3.20000
uniform,1770,0,0.03711,-0.04608,0.64389,0.06564,3.20000
uniform,1780,0,0.03663,-0.04608,0.63480,0.06571,3.20000
uniform,1790,0,0.03678,-0.04608,0.62419,0.06577,3.20000
uniform,1800,0,0.03658,-0.04655,0.61497,0.06582,3.20000
uniform,1810,0,0.03618,-0.04655,0.60563,0.06587,3.20000
uniform,1820,0,0.03601,-0.04655,0.59559,0.06592,3.20000
uniform,1830,0,0.03597,-0.04655,0.68377,0.06597,3.40000
uniform,1840,0,0.03609,-0.04709,0.68339,0.06600,3.40000
uniform,1850,0,0.03635,-0.04709,0.68339,0.06603,3.40000
uniform,1860,0,0.03698,-0.04709,0.68339,0.06606,3.40000
uniform,1870,0,0.03695,-0.04709,0.68339,0.06599,3.40000
uniform,1880,0,0.03709,-0.04902,0.68339,0.06581,3.40000
uniform,1890,0,0.03698,-0.04902,0.68339,0.06568,3.40000
uniform,1900,0,0.03705,-0.04902,0.68339,0.06552,3.40000
uniform,1910,0,0.03691,-0.04902,0.68339,0.06540,3.40000
uniform,1920,0,0.03689,-0.04854,0.68339,0.06536,3.40000
uniform,1930,0,0.03705,-0.04854,0.66447,0.06538,3.40000
uniform,1940,0,0.03696,-0.04854,0.64805,0.06544,3.40000
uniform,1950,0,0.03666,-0.04854,0.63876,0.06552,3.40000
uniform,1960,0,0.03656,-0.04853,0.62983,0.06561,3.40000
uniform,1970,0,0.03646,-0.04853,0.61897,0.06570,3.40000
uniform,1980,0,0.03621,-0.04853,0.60837,0.06578,3.40000
uniform,1990,0,0.03592,-0.04853,0.59948,0.06585,3.40000
uniform,2000,0,0.03586,-0.04841,0.68339,0.06592,3.60000
uniform,2010,0,0.03550,-0.04841,0.68339,0.06599,3.60000
uniform,2020,0,0.03576,-0.04841,0.68339,0.06604,3.60000
uniform,2030,0,0.03557,-0.04841,0.68255,0.06610,3.60000
uniform,2040,0,0.03612,-0.04875,0.68222,0.06614,3.60000
uniform,2050,0,0.03639,-0.04875,0.68222,0.06618,3.60000
uniform,2060,0,0.03657,-0.04875,0.68222,0.06622,3.60000
uniform,2070,0,0.03688,-0.04875,0.68222,0.06615,3.60000
uniform,2080,0,0.03692,-0.04810,0.68222,0.06597,3.60000
uniform,2090,0,0.03670,-0.04810,0.68222,0.06585,3.60000
uniform,2100,0,0.03664,-0.04810,0.67718,0.06569,3.60000
uniform,2110,0,0.03683,-0.04810,0.66676,0.06559,3.60000
uniform,2120,0,0.03730,-0.04961,0.65452,0.06555,3.60000
uniform,2130,0,0.03762,-0.04961,0.64508,0.06557,3.60000
uniform,2140,0,0.03760,-0.04961,0.63533,0.06563,3.60000
uniform,2150,0,0.03757,-0.04961,0.62608,0.06571,3.60000
uniform,2160,0,0.03731,-0.04989,0.61716,0.06580,3.60000
uniform,2170,0,0.03739,-0.04989,0.60694,0.06589,3.60000
uniform,2180,0,0.03717,-0.04989,0.59800,0.06597,3.60000
uniform,2190,0,0.03709,-0.04989,0.68222,0.06605,3.80000
uniform,2200,1,0.03718,-0.04914,0.68222,0.06611,3.80000
uniform,2210,1,0.03718,-0.04914,0.68222,0.06611,3.80000
uniform,2220,1,0.03718,-0.04830,0.68222,0.06611,3.80000
uniform,2230,1,0.03718,-0.04830,0.68222,0.06611,3.80000
uniform,2240,1,0.03718,-0.04592,0.68222,0.06611,3.80000
uniform,2250,1,0.03718,-0.04351,0.68222,0.06611,3.80000
uniform,2260,1,0.03718,-0.04351,0.68222,0.06611,3.80000
uniform,2270,1,0.03718,-0.04311,0.68222,0.06611,3.80000
uniform,2280,1,0.03718,-0.04311,0.68222,0.06611,3.80000
uniform,2290,1,0.03718,-0.04107,0.68222,0.06611,3.80000
uniform,2300,1,0.03718,-0.04096,0.68222,0.06611,3.80000
uniform,2310,1,0.03718,-0.04096,0.68222,0.06611,3.80000
uniform,2320,1,0.03718,-0.04040,0.68222,0.06611,3.80000
uniform,2330,1,0.03718,-0.04040,0.68222,0.06611,3.80000
uniform,2340,1,0.03718,-0.04076,0.68222,0.06611,3.80000
uniform,2350,1,0.03718,-0.04046,0.68222,0.06611,3.80000
uniform,2360,1,0.03718,-0.04046,0.68222,0.06611,3.80000
uniform,2370,1,0.03718,-0.03976,0.68222,0.06611,3.80000
uniform,2380,1,0.03718,-0.03976,0.68222,0.06611,3.80000
uniform,2390,1,0.03718,-0.03844,0.68222,0.06611,3.80000
uniform,2400,1,0.03718,-0.03832,0.68222,0.06611,3.80000
uniform,2410,1,0.03718,-0.03832,0.68222,0.06611,3.80000
uniform,2420,1,0.03718,-0.03754,0.68222,0.06611,3.80000
uniform,2430,1,0.03718,-0.03754,0.68222,0.06611,3.80000
uniform,2440,1,0.03718,-0.03665,0.68222,0.06611,3.80000
uniform,2450,1,0.03718,-0.03698,0.68222,0.06611,3.80000
uniform,2460,1,0.03718,-0.03698,0.68222,0.06611,3.80000
uniform,2470,1,0.03718,-0.03694,0.68222,0.06611,3.80000
uniform,2480,1,0.03718,-0.03694,0.68222,0.06611,3.80000
uniform,2490,1,0.03718,-0.03650,0.68222,0.06611,3.80000
uniform,2500,1,0.03718,-0.03553,0.68222,0.06611,3.80000
uniform,2510,1,0.03718,-0.03553,0.68222,0.06611,3.80000
uniform,2520,1,0.03718,-0.03614,0.68222,0.06611,3.80000
uniform,2530,1,0.03718,-0.03614,0.68222,0.06611,3.80000
uniform,2540,1,0.03718,-0.03497,0.68222,0.06611,3.80000
uniform,2550,1,0.03718,-0.03532,0.68222,0.06611,3.80000
uniform,2560,1,0.03718,-0.03532,0.68222,0.06611,3.80000
uniform,2570,1,0.03718,-0.03448,0.68222,0.06611,3.80000
uniform,2580,1,0.03718,-0.03448,0.68222,0.06611,3.80000
uniform,2590,1,0.03718,-0.03335,0.68222,0.06611,3.80000
uniform,2600,1,0.03718,-0.03317,0.68222,0.06611,3.80000
uniform,2610,1,0.03718,-0.03317,0.68222,0.06611,3.80000
uniform,2620,1,0.03718,-0.03323,0.68222,0.06611,3.80000
uniform,2630,1,0.03718,-0.03323,0.68222,0.06611,3.80000
uniform,2640,1,0.03718,-0.03423,0.68222,0.06611,3.80000
uniform,2650,1,0.03718,-0.03430,0.68222,0.06611,3.80000
uniform,2660,1,0.03718,-0.03430,0.68222,0.06611,3.80000
uniform,2670,1,0.03718,-0.03425,0.68222,0.06611,3.80000
uniform,2680,1,0.03718,-0.03425,0.68222,0.06611,3.80000
uniform,2690,1,0.03718,-0.03458,0.68222,0.06611,3.80000
uniform,2700,1,0.03718,-0.03395,0.68222,0.06611,3.80000
uniform,2710,1,0.03718,-0.03395,0.68222,0.06611,3.80000
uniform,2720,1,0.03718,-0.03329,0.68222,0.06611,3.80000
uniform,2730,1,0.03718,-0.03329,0.68222,0.06611,3.80000
uniform,2740,1,0.03718,-0.03344,0.68222,0.06611,3.80000
uniform,2750,1,0.03718,-0.03398,0.68222,0.06611,3.80000
uniform,2760,1,0.03718,-0.03398,0.68222,0.06611,3.80000
uniform,2770,1,0.03718,-0.03472,0.68222,0.06611,3.80000
uniform,2780,1,0.03718,-0.03472,0.68222,0.06611,3.80000
uniform,2790,1,0.03718,-0.03502,0.68222,0.06611,3.80000
uniform,2800,1,0.03718,-0.03466,0.68222,0.06611,3.80000
uniform,2810,1,0.03718,-0.03466,0.68222,0.06611,3.80000
uniform,2820,1,0.03718,-0.03431,0.68222,0.06611,3.80000
uniform,2830,1,0.03718,-0.03431,0.68222,0.06611,3.80000
uniform,2840,1,0.03718,-0.03415,0.68222,0.06611,3.80000
uniform,2850,1,0.03718,-0.03485,0.68222,0.06611,3.80000
uniform,2860,1,0.03718,-0.03485,0.68222,0.06611,3.80000
uniform,2870,1,0.03718,-0.03439,0.68222,0.06611,3.80000
uniform,2880,1,0.03718,-0.03439,0.68222,0.06611,3.80000
uniform,2890,1,0.03718,-0.03558,0.68222,0.06611,3.80000
uniform,2900,1,0.03718,-0.03609,0.68222,0.06611,3.80000
uniform,2910,1,0.03718,-0.03609,0.68222,0.06611,3.80000
uniform,2920,1,0.03718,-0.03557,0.68222,0.06611,3.80000
uniform,2930,1,0.03718,-0.03557,0.68222,0.06611,3.80000
uniform,2940,1,0.03718,-0.03509,0.68222,0.06611,3.80000
uniform,2950,1,0.03718,-0.03606,0.68222,0.06611,3.80000
uniform,2960,1,0.03718,-0.03606,0.68222,0.06611,3.80000
uniform,2970,1,0.03718,-0.03587,0.68222,0.06611,3.80000
uniform,2980,1,0.03718,-0.03587,0.68222,0.06611,3.80000
uniform,2990,1,0.03718,-0.03577,0.68222,0.06611,3.80000
uniform,3000,1,0.03718,-0.03609,0.68222,0.06611,3.80000
uniform,3010,1,0.03718,-0.03609,0.68222,0.06611,3.80000
uniform,3020,1,0.03718,-0.03520,0.68222,0.06611,3.80000
uniform,3030,1,0.03718,-0.03520,0.68222,0.06611,3.80000
uniform,3040,1,0.03718,-0.03541,0.68222,0.06611,3.80000
uniform,3050,1,0.03718,-0.03524,0.68222,0.06611,3.80000
uniform,3060,1,0.03718,-0.03524,0.68222,0.06611,3.80000
uniform,3070,1,0.03718,-0.03528,0.68222,0.06611,3.80000
uniform,3080,1,0.03718,-0.03528,0.68222,0.06611,3.80000
uniform,3090,1,0.03718,-0.03494,0.68222,0.06611,3.80000
uniform,3100,1,0.03718,-0.03393,0.68222,0.06611,3.80000
uniform,3110,1,0.03718,-0.03393,0.68222,0.06611,3.80000
uniform,3120,1,0.03718,-0.03426,0.68222,0.06611,3.80000
uniform,3130,1,0.03718,-0.03426,0.68222,0.06611,3.80000
uniform,3140,1,0.03718,-0.03412,0.68222,0.06611,3.80000
uniform,3150,1,0.03718,-0.03448,0.68222,0.06611,3.80000
uniform,3160,1,0.03718,-0.03448,0.68222,0.06611,3.80000
uniform,3170,1,0.03718,-0.03498,0.68222,0.06611,3.80000
uniform,3180,1,0.03718,-0.03498,0.68222,0.06611,3.80000
uniform,3190,1,0.03718,-0.03486,0.68222,0.06611,3.80000
uniform,3200,1,0.03718,-0.03602,0.68222,0.06611,3.80000
uniform,3210,1,0.03718,-0.03602,0.68222,0.06611,3.80000
uniform,3220,1,0.03718,-0.03594,0.68222,0.06611,3.80000
uniform,3230,1,0.03718,-0.03594,0.68222,0.06611,3.80000
uniform,3240,1,0.03718,-0.03537,0.68222,0.06611,3.80000
uniform,3250,1,0.03718,-0.03516,0.68222,0.06611,3.80000
uniform,3260,1,0.03718,-0.03516,0.68222,0.06611,3.80000
uniform,3270,1,0.03718,-0.03443,0.68222,0.06611,3.80000
uniform,3280,1,0.03718,-0.03443,0.68222,0.06611,3.80000
uniform,3290,1,0.03718,-0.03379,0.68222,0.06611,3.80000
uniform,3300,1,0.03718,-0.03385,0.68222,0.06611,3.80000
uniform,3310,1,0.03718,-0.03385,0.68222,0.06611,3.80000
uniform,3320,1,0.03718,-0.03281,0.68222,0.06611,3.80000
uniform,3330,1,0.03718,-0.03281,0.68222,0.06611,3.80000
uniform,3340,1,0.03718,-0.03327,0.68222,0.06611,3.80000
uniform,3350,1,0.03718,-0.03375,0.68222,0.06611,3.80000
uniform,3360,1,0.03718,-0.03375,0.68222,0.06611,3.80000
uniform,3370,1,0.03718,-0.03393,0.68222,0.06611,3.80000
uniform,3380,1,0.03718,-0.03393,0.68222,0.06611,3.80000
uniform,3390,1,0.03718,-0.03355,0.68222,0.06611,3.80000
uniform,3400,2,0.03728,-0.03317,0.68222,0.06612,3.80000
uniform,3410,2,0.03774,-0.03317,0.68222,0.06618,3.80000
uniform,3420,2,0.03751,-0.03317,0.68222,0.06624,3.80000
uniform,3430,2,0.03739,-0.03317,0.68139,0.06630,3.80000
uniform,3440,2,0.03754,-0.03359,0.68111,0.06634,3.80000
uniform,3450,2,0.03698,-0.03359,0.68111,0.06638,3.80000
uniform,3460,2,0.03751,-0.03359,0.68111,0.06642,3.80000
uniform,3470,2,0.03713,-0.03359,0.68111,0.06635,3.80000
uniform,3480,2,0.03750,-0.03424,0.68111,0.06618,3.80000
uniform,3490,2,0.03762,-0.03424,0.67339,0.06606,3.80000
uniform,3500,2,0.03728,-0.03424,0.66217,0.06590,3.80000
uniform,3510,2,0.03746,-0.03424,0.65104,0.06579,3.80000
uniform,3520,2,0.03790,-0.03476,0.64210,0.06575,3.80000
uniform,3530,2,0.03797,-0.03476,0.63317,0.06577,3.80000
uniform,3540,2,0.03761,-0.03476,0.62423,0.06584,3.80000
uniform,3550,2,0.03732,-0.03476,0.61530,0.06592,3.80000
uniform,3560,2,0.03707,-0.03508,0.60548,0.06601,3.80000
uniform,3570,2,0.03667,-0.03508,0.59433,0.06610,3.80000
uniform,3580,2,0.03634,-0.03508,0.68111,0.06618,4.00000
uniform,3590,2,0.03661,-0.03508,0.68111,0.06625,4.00000
uniform,3600,2,0.03656,-0.03533,0.68111,0.06632,4.00000
uniform,3610,2,0.03674,-0.03533,0.68111,0.06639,4.00000
uniform,3620,2,0.03626,-0.03533,0.68111,0.06645,4.00000
uniform,3630,2,0.03664,-0.03533,0.68027,0.06650,4.00000
uniform,3640,2,0.03697,-0.03567,0.68005,0.06655,4.00000
uniform,3650,2,0.03675,-0.03567,0.68005,0.06659,4.00000
uniform,3660,2,0.03678,-0.03567,0.68005,0.06663,4.00000
uniform,3670,2,0.03682,-0.03567,0.68005,0.06656,4.00000
uniform,3680,2,0.03691,-0.03468,0.66807,0.06638,4.00000
uniform,3690,2,0.03677,-0.03468,0.65554,0.06626,4.00000
uniform,3700,2,0.03653,-0.03468,0.64659,0.06610,4.00000
uniform,3710,2,0.03635,-0.03468,0.63723,0.06600,4.00000
uniform,3720,2,0.03648,-0.03463,0.62659,0.06595,4.00000
uniform,3730,2,0.03590,-0.03463,0.61727,0.06598,4.00000
uniform,3740,2,0.03585,-0.03463,0.60700,0.06604,4.00000
uniform,3750,2,0.03555,-0.03463,0.59800,0.06612,4.00000
uniform,3760,2,0.03561,-0.03476,0.68005,0.06621,4.20000
uniform,3770,2,0.03569,-0.03476,0.68005,0.06630,4.20000
uniform,3780,2,0.03537,-0.03476,0.68005,0.06638,4.20000
uniform,3790,2,0.03549,-0.03476,0.68005,0.06646,4.20000
uniform,3800,2,0.03548,-0.03567,0.68005,0.06653,4.20000
uniform,3810,2,0.03556,-0.03567,0.68005,0.06659,4.20000
uniform,3820,2,0.03594,-0.03567,0.68005,0.06665,4.20000
uniform,3830,2,0.03568,-0.03567,0.67921,0.06671,4.20000
uniform,3840,2,0.03576,-0.03582,0.67904,0.06676,4.20000
uniform,3850,2,0.03597,-0.03582,0.67904,0.06680,4.20000
uniform,3860,2,0.03584,-0.03582,0.67815,0.06683,4.20000
uniform,3870,2,0.03589,-0.03582,0.66921,0.06677,4.20000
uniform,3880,2,0.03587,-0.03598,0.65944,0.06659,4.20000
uniform,3890,2,0.03589,-0.03598,0.65005,0.06647,4.20000
uniform,3900,2,0.03547,-0.03598,0.64108,0.06631,4.20000
uniform,3910,2,0.03530,-0.03598,0.63214,0.06621,4.20000
uniform,3920,2,0.03524,-0.03611,0.62321,0.06617,4.20000
uniform,3930,2,0.03560,-0.03611,0.61427,0.06619,4.20000
uniform,3940,2,0.03542,-0.03611,0.60530,0.06625,4.20000
uniform,3950,2,0.03542,-0.03611,0.59623,0.06633,4.20000
uniform,3960,2,0.03571,-0.03775,0.67904,0.06642,4.40000
uniform,3970,2,0.03603,-0.03775,0.67904,0.06651,4.40000
uniform,3980,2,0.03611,-0.03775,0.67904,0.06659,4.40000
uniform,3990,2,0.03637,-0.03775,0.67904,0.06667,4.40000
uniform,4000,2,0.03599,-0.03782,0.67904,0.06674,4.40000
uniform,4010,2,0.03606,-0.03782,0.67904,0.06680,4.40000
uniform,4020,2,0.03606,-0.03782,0.67904,0.06686,4.40000
uniform,4030,2,0.03591,-0.03782,0.67820,0.06692,4.40000
uniform,4040,2,0.03620,-0.03821,0.67808,0.06697,4.40000
uniform,4050,2,0.03620,-0.03821,0.67808,0.06701,4.40000
uniform,4060,2,0.03628,-0.03821,0.67630,0.06704,4.40000
uniform,4070,2,0.03692,-0.03821,0.66313,0.06698,4.40000
uniform,4080,2,0.03683,-0.03839,0.65427,0.06680,4.40000
uniform,4090,2,0.03698,-0.03839,0.64541,0.06669,4.40000
uniform,4100,2,0.03659,-0.03839,0.63655,0.06653,4.40000
uniform,4110,2,0.03670,-0.03839,0.62768,0.06643,4.40000
uniform,4120,2,0.03689,-0.03795,0.61741,0.06639,4.40000
uniform,4130,2,0.03697,-0.03795,0.60854,0.06641,4.40000
uniform,4140,2,0.03692,-0.03795,0.59914,0.06648,4.40000
uniform,4150,2,0.03663,-0.03795,0.59027,0.06656,4.40000
uniform,4160,2,0.03661,-0.03840,0.67808,0.06665,4.60000
uniform,4170,2,0.03687,-0.03840,0.67808,0.06674,4.60000
uniform,4180,2,0.03719,-0.03840,0.67808,0.06682,4.60000
uniform,4190,2,0.03738,-0.03840,0.67808,0.06689,4.60000
uniform,4200,2,0.03748,-0.03843,0.67808,0.06696,4.60000
uniform,4210,2,0.03759,-0.03843,0.67808,0.06703,4.60000
uniform,4220,2,0.03764,-0.03843,0.67808,0.06709,4.60000
uniform,4230,2,0.03801,-0.03843,0.67725,0.06715,4.60000
uniform,4240,2,0.03801,-0.03823,0.67718,0.06719,4.60000
uniform,4250,2,0.03816,-0.03823,0.67718,0.06723,4.60000
uniform,4260,2,0.03809,-0.03823,0.66398,0.06727,4.60000
uniform,4270,2,0.03816,-0.03823,0.64885,0.06720,4.60000
uniform,4280,2,0.03800,-0.03870,0.63998,0.06702,4.60000
uniform,4290,2,0.03777,-0.03870,0.63095,0.06691,4.60000
uniform,4300,2,0.03767,-0.03870,0.62208,0.06675,4.60000
uniform,4310,2,0.03786,-0.03870,0.61320,0.06664,4.60000
uniform,4320,2,0.03820,-0.03841,0.60433,0.06660,4.60000
uniform,4330,2,0.03805,-0.03841,0.59546,0.06663,4.60000
uniform,4340,2,0.03796,-0.03841,0.67718,0.06669,4.80000
uniform,4350,2,0.03808,-0.03841,0.67718,0.06677,4.80000
uniform,4360,2,0.03863,-0.03852,0.67718,0.06686,4.80000
uniform,4370,2,0.03892,-0.03852,0.67718,0.06695,4.80000
uniform,4380,2,0.03890,-0.03852,0.67718,0.06703,4.80000
uniform,4390,2,0.03870,-0.03852,0.67718,0.06711,4.80000
uniform,4400,2,0.03868,-0.03830,0.67718,0.06718,4.80000
uniform,4410,2,0.03847,-0.03830,0.67718,0.06724,4.80000
uniform,4420,2,0.03866,-0.03830,0.67718,0.06730,4.80000
uniform,4430,2,0.03871,-0.03830,0.67634,0.06736,4.80000
uniform,4440,2,0.03926,-0.03892,0.67633,0.06740,4.80000
uniform,4450,2,0.03906,-0.03892,0.65995,0.06744,4.80000
uniform,4460,2,0.03900,-0.03892,0.64943,0.06748,4.80000
uniform,4470,2,0.03876,-0.03892,0.64046,0.06741,4.80000
uniform,4480,2,0.03869,-0.03925,0.62891,0.06723,4.80000
uniform,4490,2,0.03855,-0.03925,0.61621,0.06711,4.80000
uniform,4500,2,0.03872,-0.03925,0.60562,0.06695,4.80000
uniform,4510,2,0.03834,-0.03925,0.59663,0.06684,4.80000
uniform,4520,2,0.03835,-0.03885,0.58764,0.06679,4.80000
uniform,4530,2,0.03856,-0.03885,0.67633,0.06681,5.00000
uniform,4540,2,0.03880,-0.03885,0.67633,0.06688,5.00000
uniform,4550,2,0.03890,-0.03885,0.67633,0.06696,5.00000
uniform,4560,2,0.03889,-0.03855,0.67633,0.06705,5.00000
uniform,4570,2,0.03902,-0.03855,0.67633,0.06714,5.00000
uniform,4580,2,0.03895,-0.03855,0.67633,0.06722,5.00000
uniform,4590,2,0.03882,-0.03855,0.67633,0.06730,5.00000
uniform,4600,2,0.03865,-0.03829,0.67633,0.06737,5.00000
uniform,4610,2,0.03869,-0.03829,0.67633,0.06743,5.00000
uniform,4620,2,0.03909,-0.03829,0.67633,0.06749,5.00000
uniform,4630,2,0.03953,-0.03829,0.66404,0.06755,5.00000
uniform,4640,2,0.03931,-0.03746,0.65328,0.06759,5.00000
uniform,4650,2,0.03889,-0.03746,0.64398,0.06763,5.00000
uniform,4660,2,0.03895,-0.03746,0.63306,0.06766,5.00000
uniform,4670,2,0.03928,-0.03746,0.62407,0.06759,5.00000
uniform,4680,2,0.03907,-0.03815,0.61508,0.06742,5.00000
uniform,4690,2,0.03921,-0.03815,0.60608,0.06730,5.00000
uniform,4700,2,0.03922,-0.03815,0.59709,0.06714,5.00000
uniform,4710,2,0.03907,-0.03815,0.58810,0.06703,5.00000
uniform,4720,2,0.03918,-0.03838,0.67553,0.06699,5.20000
uniform,4730,2,0.03922,-0.03838,0.67553,0.06701,5.20000
uniform,4740,2,0.03904,-0.03838,0.67553,0.06708,5.20000
uniform,4750,2,0.03913,-0.03838,0.67553,0.06716,5.20000
uniform,4760,2,0.03954,-0.03848,0.67553,0.06725,5.20000
uniform,4770,2,0.04001,-0.03848,0.67553,0.06733,5.20000
uniform,4780,2,0.04008,-0.03848,0.67553,0.06742,5.20000
uniform,4790,2,0.03982,-0.03848,0.67553,0.06749,5.20000
uniform,4800,2,0.03975,-0.03770,0.67553,0.06756,5.20000
uniform,4810,2,0.03995,-0.03770,0.67553,0.06763,5.20000
uniform,4820,2,0.04055,-0.03770,0.66887,0.06769,5.20000
uniform,4830,2,0.04058,-0.03770,0.65904,0.06774,5.20000
uniform,4840,2,0.04042,-0.03785,0.64751,0.06779,5.20000
uniform,4850,2,0.04029,-0.03785,0.63852,0.06783,5.20000
uniform,4860,2,0.04050,-0.03785,0.62953,0.06786,5.20000
uniform,4870,2,0.04033,-0.03785,0.62055,0.06780,5.20000
uniform,4880,2,0.04050,-0.03787,0.61108,0.06762,5.20000
uniform,4890,2,0.04053,-0.03787,0.60117,0.06750,5.20000
uniform,4900,2,0.04080,-0.03787,0.59218,0.06734,5.20000
uniform,4910,2,0.04072,-0.03787,0.67478,0.06723,5.40000
uniform,4920,2,0.04083,-0.03712,0.67478,0.06719,5.40000
uniform,4930,2,0.04064,-0.03712,0.67478,0.06722,5.40000
uniform,4940,2,0.04043,-0.03712,0.67478,0.06728,5.40000
uniform,4950,2,0.04011,-0.03712,0.67478,0.06736,5.40000
uniform,4960,2,0.04004,-0.03734,0.67478,0.06745,5.40000
uniform,4970,2,0.03958,-0.03734,0.67478,0.06754,5.40000
uniform,4980,2,0.03942,-0.03734,0.67478,0.06762,5.40000
uniform,4990,2,0.03900,-0.03734,0.67478,0.06770,5.40000
uniform,5000,2,0.03930,-0.03776,0.67478,0.06777,5.40000
uniform,5010,2,0.03977,-0.03776,0.67121,0.06783,5.40000
uniform,5020,2,0.03983,-0.03776,0.66135,0.06789,5.40000
uniform,5030,2,0.04002,-0.03776,0.65153,0.06795,5.40000
uniform,5040,2,0.03981,-0.03699,0.64269,0.06799,5.40000
uniform,5050,2,0.03946,-0.03699,0.63184,0.06803,5.40000
uniform,5060,2,0.03948,-0.03699,0.62286,0.06807,5.40000
uniform,5070,2,0.03958,-0.03699,0.61228,0.06800,5.40000
uniform,5080,2,0.03968,-0.03767,0.60326,0.06783,5.40000
uniform,5090,2,0.03966,-0.03767,0.59386,0.06771,5.40000
uniform,5100,2,0.03963,-0.03767,0.67409,0.06755,5.60000
uniform,5110,2,0.04023,-0.03767,0.67409,0.06744,5.60000
uniform,5120,2,0.04029,-0.03847,0.67409,0.06740,5.60000
uniform,5130,2,0.04044,-0.03847,0.67409,0.06742,5.60000
uniform,5140,2,0.04036,-0.03847,0.67409,0.06749,5.60000
uniform,5150,2,0.04072,-0.03847,0.67409,0.06757,5.60000
uniform,5160,2,0.04097,-0.03787,0.67409,0.06766,5.60000
uniform,5170,2,0.04099,-0.03787,0.67409,0.06775,5.60000
uniform,5180,2,0.04085,-0.03787,0.67409,0.06783,5.60000
uniform,5190,2,0.04113,-0.03787,0.67409,0.06791,5.60000
uniform,5200,2,0.04115,-0.03827,0.67409,0.06798,5.60000
uniform,5210,2,0.04148,-0.03827,0.65595,0.06804,5.60000
uniform,5220,2,0.04176,-0.03827,0.64652,0.06810,5.60000
uniform,5230,2,0.04169,-0.03827,0.63473,0.06816,5.60000
uniform,5240,2,0.04154,-0.03806,0.62594,0.06820,5.60000
uniform,5250,2,0.04128,-0.03806,0.61695,0.06824,5.60000
uniform,5260,2,0.04115,-0.03806,0.60796,0.06828,5.60000
uniform,5270,2,0.04078,-0.03806,0.59897,0.06821,5.60000
uniform,5280,2,0.04082,-0.03866,0.58991,0.06804,5.60000
uniform,5290,2,0.04090,-0.03866,0.67344,0.06792,5.80000
uniform,5300,2,0.04067,-0.03866,0.67344,0.06776,5.80000
uniform,5310,2,0.04074,-0.03866,0.67344,0.06765,5.80000
uniform,5320,2,0.04101,-0.03944,0.67344,0.06761,5.80000
uniform,5330,2,0.04114,-0.03944,0.67344,0.06763,5.80000
uniform,5340,2,0.04133,-0.03944,0.67344,0.06770,5.80000
uniform,5350,2,0.04162,-0.03944,0.67344,0.06778,5.80000
uniform,5360,2,0.04137,-0.03973,0.67344,0.06787,5.80000
uniform,5370,2,0.04157,-0.03973,0.67344,0.06796,5.80000
uniform,5380,2,0.04195,-0.03973,0.67344,0.06804,5.80000
uniform,5390,2,0.04139,-0.03973,0.66767,0.06811,5.80000
uniform,5400,2,0.04217,-0.03978,0.65707,0.06818,5.80000
uniform,5410,2,0.04243,-0.03978,0.64627,0.06825,5.80000
uniform,5420,2,0.04200,-0.03978,0.63728,0.06831,5.80000
uniform,5430,2,0.04201,-0.03978,0.62740,0.06836,5.80000
uniform,5440,2,0.04184,-0.03888,0.61856,0.06841,5.80000
