t,a_sym,b_sym,a_asym,b_asym,p_sym,p_asym
75.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
75.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
76.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
77.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
78.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
79.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
80.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
81.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
82.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
83.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
84.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
85.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
86.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
87.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
88.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
89.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
90.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
91.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
92.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
93.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
94.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
95.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
96.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
96.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
96.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
